m-3AAr: e-9999 
m-5AAr: e-6 
m-4AC: o-9 
m-6AA: o-13 
m26AG: e1 e60 
m7AEr: e5 o-45 
m-21AF: e11 e42 
R-5m-10AG: e15 o-9 
m-11AD: e23 e-9999 
m-10ABr: e35 o-4 
m-3AD: e35 e-17 
m-18AC: e36 e22 
m-33ACr: e9999 e17 o37 
m-12AFr: e9999 e29 e0 
m2ABr: e9999 e58 e39 
m8AA: e1 e23 e8 
m0ABr: e1 e23 o11 
m15AD: e1 e38 e26 
R12m26AG: o1 o39 o12 
L15m26AG: e1 e56 e-30 
m-13AAr: e4 e9999 e20 
m-8AA: e4 e9999 e24 
m-13AD: e5 o-17 e-28 
R-9m7AEr: e5 e-30 o4 
R-8m7AEr: e5 e-32 e15 
L-17m7AEr: e5 e-38 e7 
L-1m7AEr: e5 e-50 e-51 
m6AE: o-7 o-11 e-8 
m0AA: o-7 o-11 o-13 
m2AC: o-7 o-29 o-53 
m-2ABr: e15 e2 e9999 
m-7AF: e15 e2 e5 
m-7ACr: e15 e2 o1 
L-12m2AC: o19 o32 e26 
L-41m-20ABr: e19 e33 e55 
m-16AC: e19 e33 e-5 
m9AAr: e19 o29 o14 
m-5AB: e19 o29 o38 
L-25m-2AC: e19 o33 o-29 
L-25m10AFr: e19 o33 o-33 
L-25m-6AA: e19 o33 o-45 
L-25m6AFr: e19 o33 e-54 
m-13ACr: e23 e13 e9999 
m-21AAr: e23 e26 o-15 
m-1AD: e24 e24 e13 
m2AA: e24 e24 o-6 
m-14AG: e26 e-9999 e4 
m-20AA: e26 e-26 e15 
m-18ADr: e26 e36 e28 
m-23AEr: e26 e36 e35 
m-12ABr: e26 e36 e56 
m-10AC: e29 e19 e4 
m-3AF: e29 e19 e-4 
m-12ADr: e29 e23 e9 
m-8ABr: e29 e28 e9999 
m-6AC: e29 o2 o7 
R-8m-6AC: e29 o-14 o-39 
m-2AE: e29 e-25 e33 
m-4AA: e32 e8 e15 
m4AE: e33 o32 e21 
m3AF: e33 o32 e23 
m9AGr: e35 e-2 e-16 
R-4m-6ADr: o35 e-3 o-5 
m6AG: e35 o-3 o17 
L-14m-4AC: o35 e-8 e-17 
m-16AG: e35 o-12 e9999 
m1AF: e36 e30 e1 
m-5AF: e38 e-9999 o0 
L-5m-15CCr: e22 e-42 o-2 e-10 e45 
L-5m-27CF: e22 e-42 o-2 e-12 e4 
L-5m-14CBr: e22 e-42 o-2 e-12 o-15 
L-5m-5CAr: e22 e-42 o-2 e-11 e-6 
R11m-1CD: o22 e-43 o-9999 e-25 e-3 
R11m-12CDr: o22 e-43 o-9999 o-50 o-32 
R11m-12CC: o22 e-43 e9999 e23 o20 
R11m6CE: o22 e-43 e9999 e31 o0 
R11m-19CCr: o22 e-43 e9999 e46 o-20 
R11m-14CE: o22 e-43 e9999 e46 e-49 
R11m-9CEr: o22 e-43 o1 o0 e-3 
R11m-11CGr: o22 e-43 e-9 o29 o5 
R11m7CGr: o22 e-43 e-9 e50 o3 
R11m-3CB: o22 e-43 e-9 e50 e2 
R11m-15CAr: o22 e-43 o-16 o7 o9999 
R11m-5CEr: o22 e-43 e-17 o43 o-9 
R11m-1CGr: o22 e-43 o-18 e22 o-42 
R11m-1CEr: o22 e-43 o19 e6 o9999 
R11m1CCr: o22 e-43 o-26 o0 e0 
R11m-15CGr: o22 e-43 e-29 e-21 o-9999 
R11m-20CE: o22 e-43 o-36 e-29 o-9999 
R11m-19CB: o22 e-43 e0 e21 o-28 
R11m-20CBr: o22 e-43 e-2 e-31 o51 
R11m-29CCr: o22 e-43 e-2 e-57 o-28 
R11m-17CB: o22 e-43 o-3 e-7 o12 
L-13m-35CGr: e22 o-47 e-2 o11 e11 
L-14m-10CG: e22 o-47 e20 e-8 e-12 
L-14m-1CB: e22 o-47 e20 e-8 e53 
L-14m-15CF: e22 o-47 e20 o-9 e48 
L-14m1CCr: e22 o-47 e20 e-22 e-9999 
L-14m-4CBr: e22 o-47 e20 e-24 e43 
L-38m5CCr: o22 e-47 o28 o32 e-3 
m0DAr: e8 
m-2DCr: e13 
m-1DBr: e11 e1 
m2DF: e11 e3 
m-10DAr: e26 e9999 
m-14DB: e31 e-20 
m-17DBr: e31 o-21 
m-6DD: e31 o-31 
m-17DG: e31 e-36 
m-7DDr: e33 e-9 
m-14DD: e33 o-40 
m4DAr: e9 e9999 o15 
R-20m4DAr: e9 e9999 o17 
m1DBr: e11 e0 e22 
m-20DGr: e11 e0 e27 
m-10DB: e11 e0 e34 
m-13DBr: e26 e0 e1 
m-9DE: e26 e7 o9999 
R-24m-9DE: o26 o7 e26 
m-6DAr: e26 e8 e-18 
L-12m-25DFr: e31 o-13 e-4 
m-15DBr: e31 o-13 e30 
m-12DAr: e31 o-27 e9999 
m-18DEr: e31 e33 e1 
m-15DG: e31 o-35 e9999 
m-5DE: e31 e45 o-55 
m-12DD: e33 o-3 o-1 
m1DE: e33 e-5 e24 
m-7DE: e33 e-5 e29 
m2DB: e33 e-5 e46 
m-26DAr: e33 o-12 e4 
m-23DC: e33 o-12 e5 
m-29DFr: e33 o-12 o-9 
m-21DFr: e33 o-12 e-12 
m-12DCr: e33 o-12 e31 
m-10DCr: e33 e-13 e6 
m-13DA: e33 e-13 e7 
R-19m-17DBr: e33 o45 o-15 
m-29DDr: e33 o45 e20 
m-25DC: e33 o45 o9 
m-20DAr: e33 e-45 e-58 
m-19DDr: e33 e-45 e-60 
m-7DFr: e35 e-9999 e-9999 
m-18DCr: e35 o-8 e-12 
m-11DBr: e35 o-22 e-20 
m-11DDr: e35 e-49 o3 
m-1DC: e7 o2 e5 o15 
m-2DEr: e7 o7 o-9999 e21 
R-11m0DCr: o7 e7 e-9999 o25 
m-3DBr: e7 o7 e1 e0 
m9DDr: e7 o7 e7 e0 
m2DD: e7 o18 e-39 e-9999 
m13DBr: e9 e9999 e-59 e9999 
m8DF: e9 e9999 e-59 e5 
m8DCr: e9 e9999 e-59 o1 
m7DA: e9 e9999 e-59 e-3 
m-28DEr: e9 e-9999 e0 e52 
m-18DF: e9 o9999 o-1 e0 
m-14DEr: e9 e0 e0 o-9999 
L-29m-14DEr: o9 o0 o0 e-26 
m-30DCr: e11 e9999 o-3 o-52 
m0DD: e11 e9999 e6 e9999 
R-13m0DD: e11 e9999 e6 e15 
m0DCr: e11 e9999 e22 e6 
m5DE: e11 e9999 e22 o-15 
m-2DB: e11 e9999 e22 o-41 
m10DCr: e11 e9999 e-24 o-15 
m-19DG: e11 e9999 e36 e4 
m-14DF: e11 e0 e0 e5 
m-15DC: e11 e0 e0 e18 
m-14DAr: e11 e0 e0 e25 
m-6DCr: e11 e0 e6 e9999 
m-9DC: e11 e0 e16 o-9 
m-7DC: e11 e5 e-2 e9999 
R-16m-21DE: e11 e5 e5 e-22 
m-4DD: e11 e8 e-9999 o-15 
m-5DC: e11 e9 o-3 e0 
m-3DA: e11 e9 e-4 e0 
m-8DCr: e11 e11 e9999 o-12 
m-7DBr: e18 o-9999 o-9999 e0 
m-11DC: e26 e0 e9999 e-13 
m-19DA: e26 e0 o-11 e9999 
m-22DAr: e26 e0 o-11 e0 
m-35DDr: e26 e0 o-15 o-24 
m-9DA: e26 e0 e-3 e9999 
m-12DB: e26 e0 e-15 e-9999 
m-8DF: e26 e0 o-18 e9999 
m-27DFr: e26 e0 o-20 e28 
R-28m-12DCr: e26 e0 o-28 e-8 
m-8DEr: e26 e0 o-36 o-11 
m-3DC: e26 e0 o-36 e-12 
m-5DBr: e26 e0 o-36 e15 
L-4m-10DAr: e26 e0 o-36 e18 
m-9DDr: e26 e-2 o-1 e0 
m-20DCr: e26 e-2 o-1 e6 
L0m-21DA: o26 o-2 o32 o9999 
L0m-22DAr: o26 o-2 o32 o6 
L0m-29DA: o26 o-2 o32 o15 
L0m-24DAr: o26 o-2 o32 o20 
m-18DD: e26 e-2 o0 e-23 
L-10m-15DBr: o26 o-2 e0 e-26 
m-4DGr: e26 e4 e9999 o9999 
m-18DB: e26 e4 o-1 e-8 
m-6DB: e26 e7 e-9999 e0 
m-16DB: e26 e7 e0 o8 
m-11DFr: e26 e7 e1 o-5 
L-44m-29DC: o26 o7 o3 o-22 
m-22DF: e26 e7 o9 e-9999 
R-10m-27DA: o26 e-7 e9999 e58 
R-10m-26DD: o26 e-7 e9999 e60 
m-7DG: e26 e8 e-8 e-12 
m-12DF: e26 e8 o-9 e48 
m4DCr: e26 e8 e-22 e-9999 
m-28DCr: e26 e12 e9999 e-22 
m-43DC: e26 e12 o-17 e-37 
m-8DB: e26 e12 e-58 o-39 
m-14DCr: e29 o-9999 o-9999 o7 
m2DCr: e31 e-8 e-12 o-3 
R-27m-9DE: e31 e-8 o-10 o-3 
R-27m-13DBr: e31 e-8 o-10 o25 
L-18m-16DAr: e31 e-8 e-13 e-52 
m-27DBr: e31 o-13 e10 e-36 
m-15DDr: e31 o-13 e-12 e9999 
m-3DFr: e31 o-13 e-12 e19 
R-22m-7DE: o31 o-16 o24 e26 
R-16m-11DA: e31 o-17 e-20 e18 
m-12DEr: e31 o-17 e-48 o-24 
L-22m-16DGr: o31 o-22 e16 e-1 
m-30DB: e31 e-22 o16 e-2 
m-16DGr: e31 e-22 o16 e-6 
m-22DCr: e31 e-22 o16 e16 
m-16DD: e31 e-22 o16 e-34 
m1DA: e31 e-22 o17 o-5 
m-5DDr: e31 e-22 o27 e-24 
R-16m-7DA: e31 e-22 o28 o27 
m-13DC: e31 e-22 o37 e9999 
m-10DD: e31 e-22 o51 o-25 
R-8m-5DE: e31 e-22 o55 o-40 
m5DBr: e31 e-22 o56 o0 
m-17DA: e31 o-23 e30 o-51 
m3DBr: e31 o-25 o0 e24 
m10DB: e31 o-25 o47 o-6 
L-7m10DB: o31 e-25 e47 e53 
m-11DE: e31 o-27 e7 o9999 
R-26m-11DE: o31 e-27 o7 e26 
m-8DAr: e31 o-27 e8 e-18 
m-24DD: e31 o-33 e-9999 e24 
m-21DDr: e31 o-33 e31 e-9999 
L-30m-21DDr: e31 o-33 e31 o-57 
m4DEr: e31 o-33 e50 o45 
m-27DA: e31 e-44 e11 e-4 
m-24DCr: e31 e-44 e21 e0 
m-20DB: e31 e45 o-3 o9999 
m-23DBr: e31 e45 e5 o-1 
m-19DC: e31 e45 o-5 e9999 
R-25m-19DFr: o31 o45 o11 o13 
m-26DEr: e31 e45 e11 e-16 
m-25DA: e31 e45 e11 e-40 
m-20DD: e31 e45 e14 e9999 
m-25DDr: e31 e45 e-18 e27 
m-27DG: e31 e45 e-28 o14 
m-17DDr: e31 e45 e39 e-2 
m-20DF: e31 e-48 e-9999 e-24 
m-30DGr: e31 e-48 e-9999 e43 
m-21DC: e31 e-48 e-9999 e45 
m-25DE: e31 e-48 o9999 e18 
m-26DF: e31 e-48 o-1 e1 
R-6m-38DB: e31 e-52 o55 o55 
m3DE: e33 e7 e15 e-30 
m-18DGr: e33 e7 e31 e42 
m-15DE: e33 e7 e31 o36 
m-10DEr: e33 e7 e46 e-21 
m-13DE: e33 e7 o9 o-1 
m-15DA: e33 e7 o18 e6 
R-21m-5DC: o33 o14 o44 e-21 
L-12m-5DC: e33 e14 e46 e14 
m-30DAr: e33 o-4 e-9999 e-22 
m-15DFr: e33 o-4 o-9 e-9999 
m-21DG: e33 o-4 e-10 e0 
m-23DE: e33 o-4 e-14 e-9999 
m-31DC: e33 o-4 e17 o7 
m-16DF: e33 o-4 e-18 o9999 
m-22DB: e33 o-4 e29 e-36 
m3DA: e33 e-5 e30 e-4 
m-21DBr: e33 o-10 e-9999 e24 
m-31DA: e33 o-12 o-1 e7 
m-28DB: e33 o-12 e-14 e-20 
m-31DBr: e33 o-12 e-14 o-21 
m-31DG: e33 o-12 e-14 e-36 
L-15m-27DBr: o33 e-12 o17 o-22 
m-22DEr: e33 o-12 o-19 e9 
m-11DA: e33 o-12 e22 e9999 
m-39DBr: e33 o-12 o-23 o24 
R-26m-6DCr: o33 e-12 o25 o32 
m-4DCr: e33 o-12 e34 e6 
m-4DAr: e33 o-12 e34 e-44 
m-29DA: e33 o-12 e-48 e1 
m-37DDr: e33 o-12 e-48 e8 
m-24DGr: e33 o-12 e57 o-9 
m-39DC: e33 o-12 e57 o-17 
m-19DE: e33 o-12 e57 e-20 
m-4DEr: e33 o-12 e57 o-25 
m-7DA: e33 o-14 e-9999 e9 
m-2DD: e33 o-14 o-1 o-5 
m-16DAr: e33 o-18 e0 e-16 
m-23DFr: e33 o-34 e9 e-16 
m-18DAr: e33 o45 e0 e-58 
m-17DE: e33 o45 o-27 e-18 
m-28DD: e33 o45 e36 e19 
m-26DD: e33 o45 e38 e16 
m-25DFr: e33 o45 e39 o5 
R-38m-26DCr: o33 e45 o41 e-9999 
m-29DC: e33 o45 o11 o-36 
m-31DE: e33 o45 o32 o-21 
m-14DGr: e33 e-45 o-17 o-31 
R0m-12DF: o33 e-46 e42 e-1 
m4DB: e35 o-8 e23 e-20 
m12DD: e35 o-8 e23 o-31 
m1DG: e35 o-8 e23 e-36 
L-2m-9DC: e35 o-8 e41 e-38 
m-10DGr: e35 o-8 e41 e-58 
m4DGr: e35 o-20 e-44 e28 
m-26DGr: e35 o-20 e53 e31 
m5DFr: e35 o-22 e-50 e-9999 
m-19DFr: e35 e-49 e-2 o-5 
L-11m-3DG: e7 o-1 e-56 o-10 o-32 
L-11m-7DE: o7 e-4 o0 o-41 o9999 
R-7m9DDr: e7 o7 e14 e0 e0 
R2m-12DEr: o7 e12 e-1 o53 o9 
R2m-8DCr: o7 e12 e-1 o53 o20 
L6m-25DFr: o7 e12 o9 o28 o9999 
L-23m-1DE: o7 e12 o10 o32 e4 
L-15m-3DFr: o7 e12 o16 o0 o0 
R-1m9DDr: e7 o12 e37 e4 e-4 
L-9m9DDr: o7 e12 e0 o12 o26 
L-9m10DB: e7 o12 o0 o12 e-36 
L-20m9DDr: e7 o13 e54 e1 e9999 
L4m3DA: o7 e15 o9999 o-35 o-16 
L4m-9DG: o7 e15 o9999 o-35 e-21 
L-17m4DEr: o7 e15 e-16 o-20 e-31 
L-17m-3DC: o7 e15 e-16 o-20 e-37 
R-1m12DF: e7 o18 o-11 e-24 e28 
R-27m9DDr: e7 o31 e9 o-1 o44 
L-27m-12DF: o9 o9999 o29 o-2 e38 
R-18m4DAr: e9 e9999 o37 o-19 e9999 
R-11m-26DF: o9 o9999 o-55 e9999 o0 
L11m-18DAr: o9 e9999 e9999 o3 e-1 
L11m-17DA: o9 e9999 e9999 o3 o15 
R-13m-18DF: o9 e9999 e9999 e-47 o-9999 
L-8m-18DF: o9 e9999 e9999 o-48 o-9999 
R-27m4DAr: o9 e9999 o36 e10 e28 
R-24m4DAr: e9 o9999 e45 e-60 o27 
R-13m4DAr: o9 e9999 o51 o-14 e4 
L-34m4DAr: e9 o9999 e56 e24 e-10 
L-35m4DAr: e9 o9999 e56 e26 e-10 
L-13m6DGr: e9 o9999 e-43 e23 o10 
L-13m-7DA: e9 o9999 e-43 e23 o35 
L18m-4DGr: e9 e0 o37 o9999 e-46 
L-14m10DCr: e11 e9999 e-24 e-18 e-29 
L-21m10DCr: e11 e9999 e-24 e-50 o30 
R1m-20DAr: e11 e9999 o-27 o-32 e-9999 
R1m-21DA: e11 e9999 o-27 o-32 e-6 
R1m-28DAr: e11 e9999 o-27 o-32 o-15 
R1m-23DA: e11 e9999 o-27 o-32 e-20 
R0m13DDr: o11 o0 o14 o37 o1 
R0m-3DFr: o11 o0 o14 o37 o-44 
R0m-4DAr: o11 o0 o14 o37 e-47 
R1m-4DGr: e11 e0 e44 e4 e0 
R1m0DD: e11 e0 e44 e-1 o58 
L-19m-27DA: o11 o0 o46 o-35 o3 
R2m-10DD: e11 e5 e9999 o-19 e9999 
L-10m6DF: o11 o9 e-21 o18 o5 
R-32m-8DCr: e11 e11 e5 e9999 o-12 
L-41m-8DCr: e11 e11 e13 e-9999 o-12 
R-40m-8DCr: e11 e11 e13 o-31 o-12 
R-15m-18DAr: o26 o0 o9999 o7 o0 
R-15m-16DCr: o26 o0 o9999 o7 o39 
R-30m-12DCr: e26 e0 o-22 e9999 e2 
L-29m-12DCr: e26 e0 o-22 e31 e2 
L-22m-27DC: e26 e0 o-28 e-1 e10 
R-17m-9DC: o26 o0 o-29 e-15 e-21 
L-3m-16DD: e26 e0 o-36 o-21 e-9999 
L-3m-20DF: e26 e0 o-36 o-21 o-3 
L-3m-19DDr: e26 e0 o-36 o-21 e-9 
L-3m-26DD: e26 e0 o-36 o-21 o16 
R-15m-12DAr: o26 o-2 e-1 o1 e-8 
L0m-26DF: o26 o-2 o32 o9 o6 
L0m-26DB: o26 o-2 o32 o-10 e6 
L0m-27DA: o26 o-2 o32 o13 o9999 
L0m-28DAr: o26 o-2 o32 o13 o6 
L0m-35DA: o26 o-2 o32 o13 o15 
L0m-30DAr: o26 o-2 o32 o13 o20 
L0m-34DAr: o26 o-2 o32 e-15 o-60 
L-3m-7DE: e26 e-2 e33 o24 e-47 
R-19m-17DA: o26 o7 o0 e-35 e-30 
R-19m2DEr: o26 o7 o0 e-35 o-35 
R-10m-12DF: o26 e-7 o9999 o-4 e-39 
R-10m-18DD: o26 e-7 o9999 o11 e24 
R-10m-18DCr: o26 e-7 e9999 e1 o-9999 
R-10m-28DD: o26 e-7 e9999 e7 o24 
R-10m-13DBr: o26 e-7 e9999 e17 o21 
R-10m-16DAr: o26 e-7 e9999 e17 o23 
R-10m-21DG: o26 e-7 e9999 e17 o31 
R-10m-22DB: o26 e-7 e9999 e17 o35 
R-10m-26DAr: o26 e-7 e9999 e25 o-18 
R-10m-25DA: o26 e-7 e9999 e33 o1 
R-10m-24DAr: o26 e-7 e9999 e33 e-15 
R-10m-20DCr: o26 e-7 e9999 e34 e-3 
R-10m-35DDr: o26 e-7 e9999 e48 o-32 
L-8m-15DC: e26 e8 o-7 o-39 e3 
L-7m4DAr: o26 o8 e-7 o-48 o28 
R-23m-12DF: o26 o8 e-9 o10 o9999 
R-17m-12DF: o26 o8 e-9 o29 e-30 
R-14m-4DGr: e26 e8 o-25 e-10 e0 
L-43m-12DD: o26 o12 e-21 e-3 e-1 
L-30m-6DCr: o26 o12 o-58 o1 e-6 
L-30m-28DCr: o26 o12 o-58 o1 e28 
R-27m-6DAr: o31 o-8 e-9999 o-10 e-9999 
R-27m3DDr: o31 o-8 e-9999 o-10 o37 
R-27m-11DFr: o31 o-8 e-9999 o-10 o50 
R-27m-9DG: o31 o-8 e-9999 o-10 o-37 
R-27m-8DD: o31 o-8 e-9999 o-10 o-43 
R-27m-9DA: o31 o-8 e-9999 o-10 e-56 
R-27m-1DE: o31 o-8 o-10 o6 o9999 
R-27m-13DC: o31 o-8 o-10 o-12 o-9999 
R-27m-21DC: o31 o-8 o-10 o-12 o-40 
R-27m-10DF: o31 o-8 o-10 o14 o9999 
R-27m5DBr: o31 o-8 o-10 o20 e20 
R-27m-5DA: o31 o-8 o-10 o24 o1 
R-27m-13DDr: o31 o-8 o-10 o24 o8 
R-27m10DCr: o31 o-8 o-10 o34 o9999 
R-27m-4DD: o31 o-8 o-10 o34 o-9999 
R-27m-16DCr: o31 o-8 o-10 o-1 o11 
R-27m-22DF: o31 o-8 o-10 o-1 o16 
R-27m-21DBr: o31 o-8 o-10 o-1 o24 
L-18m2DCr: o31 o-8 e-13 o-17 e-3 
L-18m-2DD: o31 o-8 e-13 e-44 o16 
R-27m-12DGr: e31 e-8 o-10 o-33 e1 
R-27m6DF: e31 e-8 o-10 o-2 e-57 
R-27m-12DF: e31 e-8 o-10 o-2 o-58 
R-27m-8DGr: e31 e-8 o-10 o16 e-20 
L-18m-7DE: e31 e-8 e-13 o-41 o-9 
L-3m-15DDr: e31 o-13 e28 e19 e-9999 
R-15m-37DG: e31 o-17 e2 e-11 o-11 
R-16m-12DGr: e31 o-17 e-20 e8 e12 
R-16m-3DBr: e31 o-17 e-20 e8 o-53 
R-16m-17DFr: e31 o-17 e-20 e9 e-48 
R-16m-1DC: e31 o-17 e-20 e22 e9999 
R-16m-6DB: e31 o-17 e-20 e24 o-43 
R-40m3DC: o31 e-17 o-28 o-32 o3 
R-17m-2DD: e31 e-22 o25 e9999 e9999 
R-2m-31DBr: e31 e-22 o26 o-54 e-16 
L-7m6DD: o31 o-22 e39 e-37 o1 
L-7m-10DF: o31 o-22 e39 e-37 o44 
L-7m-11DA: o31 o-22 e39 e-37 o47 
L-6m-17DBr: o31 o-22 e51 o-49 o9999 
R-21m-8DCr: o31 o-22 e53 e-60 o9999 
L0m3DBr: e31 o-25 o-9999 e-13 e24 
R-15m-2DEr: o31 e-25 e47 o0 o47 
L-2m-23DA: o31 e-27 o-2 o32 o9999 
L-2m-24DAr: o31 e-27 o-2 o32 o6 
L-2m-31DA: o31 e-27 o-2 o32 o15 
L-2m-26DAr: o31 e-27 o-2 o32 o20 
R-12m-29DA: o31 e-27 e-7 e9999 e58 
R-12m-28DD: o31 e-27 e-7 e9999 e60 
R-6m-20DEr: o31 o-28 o9999 o53 o9 
R-6m-16DCr: o31 o-28 o9999 o53 o20 
L-25m-28DF: e31 o-33 e16 e9999 e9999 
L-25m-39DC: e31 o-33 e16 o8 e12 
L-25m-32DB: e31 o-33 e16 o22 e20 
L-25m-32DD: e31 o-33 e16 o49 e-3 
R-15m-3DA: e31 e-34 o9999 o-5 e-2 
R-15m6DEr: e31 e-34 o9999 o-5 e25 
L-27m-10DAr: o31 o-44 o57 o32 o53 
R-13m-6DAr: o31 o45 o39 o-56 e9999 
R-13m-12DB: o31 o45 o39 o-56 e5 
R-22m-5DE: o31 o45 e-41 o-22 o-8 
L-15m-13DC: e31 e45 e43 e1 o-21 
R-6m-12DF: o31 o-52 o53 e-4 o48 
R-37m-18DCr: o31 e-53 e-14 e33 o17 
L-11m-20DB: e33 e7 e9 e19 e9999 
R-4m-18DEr: o33 o7 o17 o53 o9 
R-4m-14DCr: o33 o7 o17 o53 o20 
L-31m-5DC: e33 e14 e14 o-30 e-12 
L-31m-5DE: e33 e14 e14 o-30 e-40 
R-34m-5DC: o33 o14 o19 o37 e-31 
R-31m-5DC: o33 o14 o28 e15 e-12 
R-31m-36DAr: o33 o14 o28 e15 e20 
L-29m-18DAr: o33 e-4 o-20 o7 e30 
L-29m-24DGr: o33 e-4 o-20 o7 e53 
L-29m5DC: o33 e-4 o-20 o7 e54 
L-4m-11DFr: o33 o-5 o22 o5 o57 
R-20m-34DGr: o33 e-12 o3 o-9999 e51 
R-20m-33DE: o33 e-12 o3 e-9999 e23 
R-20m-31DA: o33 e-12 o3 o19 o24 
R-20m-40DAr: o33 e-12 o3 o23 e-58 
R-20m-39DDr: o33 e-12 o3 o23 e-60 
R-20m-51DDr: o33 e-12 o3 e52 o33 
R-20m-51DA: o33 e-12 o3 e52 o45 
R-28m-24DB: e33 o-12 e6 e-52 e-9999 
R-21m-34DEr: e33 o-12 e6 o34 e9999 
R-21m-46DAr: o33 e-12 o17 o47 e-58 
R-21m-45DDr: o33 e-12 o17 o47 e-60 
L-27m-21DBr: o33 e-12 e-19 o-14 e-1 
L-27m-26DAr: o33 e-12 e-19 o-14 o13 
R-38m-25DBr: e33 o-12 o-19 e45 e40 
R-41m-29DFr: o33 e-12 e-23 o39 o9999 
L-29m-16DD: o33 e-12 e-37 e-37 o1 
L-29m-32DF: o33 e-12 e-37 e-37 o44 
L-29m-33DA: o33 e-12 e-37 e-37 o47 
R-18m-5DDr: o33 e-12 o45 o37 o1 
R-18m-21DFr: o33 e-12 o45 o37 o-44 
R-18m-22DAr: o33 e-12 o45 o37 e-47 
L-21m-5DC: e33 e-13 e-6 o-44 e-20 
L-21m-21DA: e33 e-13 e-6 o-44 e-34 
R-4m-16DD: e33 e-13 e-8 o-19 e9999 
R-15m2DF: e33 o25 e45 e0 o9999 
R-15m-8DF: e33 o25 e45 e0 e0 
L-20m-30DF: e33 o33 e9999 e5 e0 
R-23m-8DAr: o33 e-34 e-27 o13 o-9999 
R-23m-11DA: o33 e-34 e-27 o13 o0 
R-19m-11DA: o33 e-34 o-34 o14 o-5 
L-4m-32DF: e33 o-34 o-37 o-15 o-27 
L-4m-19DC: e33 o-34 o-37 e25 e18 
L-4m-29DG: e33 o-34 o-37 e25 o-10 
L-19m-33DDr: e33 o45 e28 o-1 e23 
L-19m-35DDr: e33 o45 e28 e-59 e5 
L-8m-14DAr: o33 e45 o-32 o-1 o-18 
L-19m-11DA: e33 o45 e37 e-2 e-17 
L-29m-49DBr: e33 o45 e50 e12 e35 
L-18m-12DCr: o33 e45 o-7 o-38 o13 
R-18m-12DEr: o33 o-45 e-13 o-25 o13 
R-26m-7DC: e33 o-46 o-7 e11 o-1 
L-21m-8DB: o33 e-46 o-18 o-18 e37 
L-2m-16DB: e33 o-46 e-26 o6 e59 
R-17m-3DA: o33 e-46 e-29 o8 e30 
R0m-20DCr: o33 e-46 e42 e-48 o3 
R-25m5DA: e33 e-49 e0 o-33 o9999 
R-25m12DAr: e33 e-49 e0 o-33 o-1 
R-25m13DDr: e33 e-49 e0 o-33 o0 
R-25m2DAr: e33 e-49 e0 o-33 o7 
L-19m-27DC: o33 e-52 o25 o-9999 o-9999 
L6m-22DD: e35 e-3 e-22 o-2 e24 
L-6m4DB: e35 o-8 e9999 o0 e-20 
L-6m1DBr: e35 o-8 e9999 o0 o-21 
L-6m12DD: e35 o-8 e9999 o0 o-31 
L-6m1DG: e35 o-8 e9999 o0 e-36 
L-24m4DB: e35 o-8 o-39 e-32 e-20 
L-24m1DBr: e35 o-8 o-39 e-32 o-21 
L-24m12DD: e35 o-8 o-39 e-32 o-31 
L-24m1DG: e35 o-8 o-39 e-32 e-36 
L-3m-14DAr: o35 e-20 o2 o-45 e29 
L-29m-7DC: e35 o-20 o3 e-26 o-7 
L-12m-15DC: o35 e-20 e-44 o23 o6 
L-12m-14DAr: o35 e-20 e-44 o23 e7 
L-9m-1DA: e35 o-22 o-35 e-46 e-6 
L-19m-20DCr: e35 e-25 e44 e-12 e-49 
L-10m-3DA: o35 o-49 e-33 o56 e-9999 
L-10m-9DBr: o35 o-49 e-33 o56 o-5 
R-12m-10DCr: e35 e-49 o-37 o-1 e21 
R-30m-44DEr: o35 o-49 o60 o53 o9 
R-30m-40DCr: o35 o-49 o60 o53 o20 
R-36m-57DBr: e35 e-49 o8 e-47 e9999 
m-9EAr: e34 e57 
R3m-11EEr: o53 o9 
R3m-7ECr: o53 o20 
m-5ED: e12 o-1 e13 
m-5ECr: e12 e3 o1 
m-17EF: e12 e3 e-25 
m-12EC: e12 e3 e-35 
m-7ECr: e23 e3 e-9999 
m-4EFr: e23 e8 e47 
m-6EC: e23 e-18 e9999 
m1ED: e23 e-18 e-10 
m-15EB: e23 e-22 e-22 
m-13EB: e23 e-22 e-21 
m-16EDr: e23 e-26 e18 
m-11EEr: e23 e-26 o-47 
m-29ECr: e23 e-26 o46 
m3ED: e23 o-33 e-9999 
L-10m3ED: o23 e-37 o1 
L-10m-13EF: o23 e-37 o44 
L-10m-14EA: o23 e-37 o47 
m-17EAr: e23 e-42 e-6 
m-9ECr: e23 o-53 e1 
m5EAr: e29 e-9999 e-18 
m-2EDr: e29 e0 o10 
m7EEr: e29 e3 o-3 
m15EF: e29 o-19 e-24 
R9m15EF: o29 e-19 o26 
m-8EDr: e29 e-32 o-27 
m-5EB: e29 e-32 e-21 
m-10EBr: e34 e3 e-18 
m-3EB: e34 e4 e9999 
m-12EDr: e34 e16 o-1 
m-18EFr: e34 e16 e32 
m-10EFr: e34 e16 e34 
R-15m-3ED: o34 o16 o37 
L-18m-18EFr: e34 e16 e39 
m-23EEr: e34 e16 e41 
m-8EA: e34 e33 e51 
m-4EC: e34 e44 e-12 
m-17EGr: e34 e46 e-9999 
R-7m-20EG: e34 e55 o-9999 
